0,1,2,3,4,5,6,7,8,9,10,11,12
Amma's Pastries,Time: 09:00 AM to 10:00 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,,,,,,
Moms Chai,Time: 07:00 AM to 11:30 PM ,"['Tea', 'Street Food']",QSR,300 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
The Spicy Aroma,Time: 08:30 AM to 10:30 PM ,"['North Indian', 'South Indian']",QSR,500 for two people,,['Home Delivery'],,,,,,
Domino's Pizza,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']",QSR,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",2 Votes,No Reviews,4,,,
Barista,Time: 08:00 AM to 09:00 PM ,"['Beverages', 'Desserts', 'Fast Food']","Cafe, QSR",500 for two people,,,,,,,,
Starbucks,Time: 09:00 AM to 11:00 PM ,"['Fast Food', 'Tea']",Cafe,800 for two people,,"['Air Conditioned', 'Wifi', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Podhi Kitchen,Time: 12:30 PM to 11:00 PM ,['South Indian'],QSR,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Sarang Multicuisine Fine Dine,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:30 PMSunday06:30 PM to 10:30 PMMonday11:30 AM to 03:30 PMMonday06:30 PM to 10:30 PMTuesday11:30 AM to 03:30 PMTuesday06:30 PM to 10:30 PMWednesday11:30 AM to 03:30 PMWednesday06:30 PM to 10:30 PMThursday11:30 AM to 03:30 PMThursday06:30 PM to 10:30 PMFriday11:30 AM to 03:30 PMFriday06:30 PM to 10:30 PMSaturday11:30 AM to 03:30 PMSaturday06:30 PM to 10:30 PM,['North Indian'],Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Manam Andhra Foods,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 04:00 PMSunday07:00 PM to 11:00 PMMonday12:00 PM to 04:00 PMMonday07:00 PM to 11:00 PMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 11:00 PMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 11:00 PMThursday12:00 PM to 04:00 PMThursday07:00 PM to 11:00 PMFriday12:00 PM to 04:00 PMFriday07:00 PM to 11:00 PMSaturday12:00 PM to 04:00 PMSaturday07:00 PM to 11:00 PM,"['North Indian', 'Andhra', 'Chinese']",QSR,600 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Easy Bites,Time: 12:00 PM to 03:00 AM ,"['Fast Food', 'Burger']",QSR,400 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Polar Bear,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,200 for two people,1 Votes,No Reviews,4,,,,,
New Tasty Cafeteria,Time: 12:00 PM to 11:00 PM ,"['North Indian', 'Chinese']",QSR,700 for two people,,"['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,,,,
Just Bake,Time: 10:00 AM to 10:00 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,,,,,,
Polar Bear,Time: 11:00 AM to 01:00 AM ,['Desserts'],QSR,200 for two people,,"['Air Conditioned', 'Parking', 'Cards Accepted']",1 Votes,No Reviews,5,,,
The Salad Studio,Time: 09:30 AM to 11:30 PM ,['Health Food'],QSR,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,5,,,
Chandra Mohan Bar & Restaurant,Time: 11:30 AM to 11:00 PM ,"['North Indian', 'Chinese']",Casual Dining,600 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
1947 The Black House Cafe,Time: 10:00 AM to 11:00 PM ,"['Fast Food', 'North Indian', 'Italian']",Casual Dining,"1,000 for two people",,"['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",2 Votes,No Reviews,4.3,,,
Baker's Glove,Time: 10:30 AM to 11:30 PM ,"['Desserts', 'Fast Food']","QSR, Bakery",600 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
XO Belgian Waffle,Time: 11:30 AM to 03:00 AM ,['Desserts'],QSR,300 for two people,"Belgian Chocolate, White Chocolate Oreo","['Air Conditioned', 'Home Delivery', 'Parking']",13 Votes,1 Reviews,4.1,,,
Rajathadri Palace,Time: 07:00 AM to 10:30 PM ,"['South Indian', 'North Indian', 'Chinese']",Casual Dining,700 for two people,,"['Air Conditioned', 'Valet Available', 'Home Delivery', 'Parking', 'Cards Accepted']",6 Votes,3 Reviews,4.1,,,
Brahmins' Thatte Idli,Time: 07:00 AM to 08:30 PM ,['South Indian'],QSR,200 for two people,,['Home Delivery'],,,,,,
MM Bar & Restaurant,Time: 11:00 AM to 11:00 PM ,"['Chinese', 'North Indian']",Casual Dining,700 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,,,,
Shakthi Bar and Restaurant,Time: 12:00 PM to 11:00 PM ,"['South Indian', 'Chinese']",Casual Dining,600 for two people,,"['Smoking Area', 'Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Cards Accepted']",,,,,,
Chai Kahani,Time: 11:00 AM to 10:00 PM ,['Tea'],QSR,300 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
FTB Restaurant,Time: All Day Dining ,"['Bengali', 'Chinese', 'North Indian']",QSR,600 for two people,,,,,,,,
Just Bake,Time: 10:00 AM to 10:00 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,,,,,,
Jalandhar Junction,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 03:00 PMSunday07:00 PM to 11:00 PMMonday11:00 AM to 03:00 PMMonday07:00 PM to 11:00 PMTuesday11:00 AM to 03:00 PMTuesday07:00 PM to 11:00 PMWednesday11:00 AM to 03:00 PMWednesday07:00 PM to 11:00 PMThursday11:00 AM to 03:00 PMThursday07:00 PM to 11:00 PMFriday11:00 AM to 03:00 PMFriday07:00 PM to 11:00 PMSaturday11:00 AM to 03:00 PMSaturday07:00 PM to 11:00 PM,"['Chinese', 'North Indian']",Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,1,,,
Cake Pastries,Time: 07:00 AM to 10:00 PM ,['Desserts'],QSR,600 for two people,,['Home Delivery'],,,,,,
Old Mumbai Ice Cream,Time: 11:00 AM to 10:30 PM ,['Desserts'],QSR,400 for two people,,"['Air Conditioned', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Oyalo,Time: 11:30 AM to 11:00 PM ,"['Pizza', 'Italian']",QSR,400 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Helloo Delhi,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 11:30 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 11:30 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 11:30 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 11:30 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 11:30 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 11:30 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 11:30 PM,"['North Indian', 'Biryani']",Casual Dining,900 for two people,,"['Air Conditioned', 'Valet Available', 'Home Delivery', 'Outdoor Seating', 'Live Screening', 'Wallet Accepted']",,,,,,
The Colony Gastropub,Time: 01:00 PM to 01:00 AM ,"['Modern Indian', 'Asian', 'Continental']",Nightlife,"1,400 for two people","Pizza, Tandoori Roti, Long Island Iced Tea, Mocktails, Bruschettas, Onion Rings, Cocktails.","['Smoking Area', 'Air Conditioned', 'Valet Available', 'Parking', 'Cards Accepted', 'Full Bar Available', 'Hookah', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",257 Votes,34 Reviews,4.1,,,
Ibaco,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,300 for two people,,,,,,,,
Leon's Burgers and Wings,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Street Food']",QSR,600 for two people,,"['Air Conditioned', 'Home Delivery', 'Wallet Accepted']",,,,,,
Hyderabadi Biryani Hub,Time: 11:00 AM to 03:00 AM ,"['Andhra', 'Chinese', 'North Indian', 'Biryani']",QSR,700 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",,,,,,
Domino's Pizza,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']",QSR,500 for two people,,"['Home Delivery', 'Cards Accepted']",5 Votes,2 Reviews,4,,,
Hyderabadi Biriyani Hub,Time: 11:00 AM to 03:00 AM ,"['Biryani', 'North Indian', 'Chinese']",QSR,700 for two people,,"['Home Delivery', 'Cards Accepted']",,,,,,
Desi Chinese Kitchen,Time: 11:30 AM to 10:30 PM ,"['Chinese', 'Asian']",Casual Dining,500 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Kadai,Time: 11:00 AM to 11:00 PM ,"['North Indian', 'Chinese']",Casual Dining,500 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Yumlane Gourmet Pizza,Time: 11:00 AM to 11:00 PM ,"['Fast Food', 'Pizza']",QSR,600 for two people,,['Home Delivery'],,,,,,
The Paratha Mantra,Time:  (Opens at 06:30 PM)Sunday07:00 AM to 03:30 PMSunday06:30 PM to 11:00 PMMonday07:00 AM to 03:30 PMMonday06:30 PM to 11:00 PMTuesday07:00 AM to 03:30 PMTuesday06:30 PM to 11:00 PMWednesday07:00 AM to 03:30 PMWednesday06:30 PM to 11:00 PMThursday07:00 AM to 03:30 PMThursday06:30 PM to 11:00 PMFriday07:00 AM to 03:30 PMFriday06:30 PM to 11:00 PMSaturday07:00 AM to 03:30 PMSaturday06:30 PM to 11:00 PM,"['Chinese', 'North Indian']",QSR,600 for two people,,"['Home Delivery', 'Cards Accepted']",,,,,,
Sandwichwallas,Time: 12:00 PM to 10:00 PM ,['Fast Food'],QSR,300 for two people,,"['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,,,,
Domino's Pizza,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']",QSR,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Gokul Veg,Time:  (Opens at 06:30 PM)Sunday11:00 AM to 03:30 PMSunday06:30 PM to 11:00 PMMonday11:00 AM to 03:30 PMMonday06:30 PM to 11:00 PMTuesday11:00 AM to 03:30 PMTuesday06:30 PM to 11:00 PMWednesday11:00 AM to 03:30 PMWednesday06:30 PM to 11:00 PMThursday11:00 AM to 03:30 PMThursday06:30 PM to 11:00 PMFriday11:00 AM to 03:30 PMFriday06:30 PM to 11:00 PMSaturday11:00 AM to 03:30 PMSaturday06:30 PM to 11:00 PM,"['North Indian', 'Chinese']",Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,,,,
Charminar Biryani House,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 04:00 PMSunday07:00 PM to 12:00 AMMonday12:00 PM to 04:00 PMMonday07:00 PM to 12:00 AMTuesday12:00 PM to 04:00 PMTuesday07:00 PM to 12:00 AMWednesday12:00 PM to 04:00 PMWednesday07:00 PM to 12:00 AMThursday12:00 PM to 04:00 PMThursday07:00 PM to 12:00 AMFriday12:00 PM to 04:00 PMFriday07:00 PM to 12:00 AMSaturday07:00 PM to 12:00 AM,"['Biryani', 'North Indian']",QSR,400 for two people,,"['Home Delivery', 'Wallet Accepted']",,,,,,
Cake Of The Day,Time: 08:30 AM to 10:00 PM ,['Desserts'],"QSR, Bakery",400 for two people,,,,,,,,
Indish Flavour,Time: 11:00 AM to 03:00 AM ,"['North Indian', 'Chinese', 'Biryani']",QSR,600 for two people,,"['Home Delivery', 'Cards Accepted']",,,,,,
Not Just Parathas,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday11:30 AM to 03:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMSunday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMMonday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMTuesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMWednesday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday11:30 AM to 03:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday11:30 AM to 03:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PMSaturday06:30 PM to 11:00 PM,"['North Indian', 'Chinese', 'Fast Food']",Casual Dining,700 for two people,,"['Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",8 Votes,1 Reviews,3.6,,,
Meat And Eat,Time: 11:00 AM to 11:00 PM ,['Fast Food'],QSR,450 for two people,,,,,,,,
Ibaco,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,300 for two people,,,,,,,,
Domino's Pizza,Time: 11:00 AM to 11:00 PM ,"['Pizza', 'Fast Food']",QSR,500 for two people,,"['Air Conditioned', 'Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
SR Andhra Spicy House,Time:  (Opens at 06:00 PM)Sunday11:30 AM to 04:00 PMSunday06:00 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday06:00 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday06:00 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday06:00 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday06:00 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday06:00 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday06:00 PM to 11:00 PM,['Andhra'],Casual Dining,800 for two people,,"['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",7 Votes,1 Reviews,4.6,,,
Nebula,Time: 12:00 PM to 12:00 AM ,"['Continental', 'North Indian']",Casual Dining,600 for two people,,,,,,,,
Just Eat,Time: 10:00 AM to 11:00 PM ,"['Chinese', 'North Indian', 'Fast Food']",QSR,600 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
By 2 Coffee,Time: 04:00 PM to 09:30 PM ,['South Indian'],QSR,200 for two people,,,,,,,,
Cafe Coffee Day,Time: 09:00 AM to 11:00 PM ,"['Beverages', 'Fast Food']",Cafe,900 for two people,"Devils Own, Chilli Cheese Toast, Cold Dark Frappe, Spinach 'N' Corn Chipotle Sandwich, Cocoa Fantasy Pastry.","['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",2 Votes,1 Reviews,3.5,,,
Mughal Treat,Time: 12:00 PM to 11:00 PM ,"['Mughlai', 'Chinese', 'North Indian']",Casual Dining,800 for two people,"Charcoal Chicken, Chicken Tikka Curry, Afghan Chicken, Fry Prawns, Pulpy Grape Juice, Lemon Soda.","['Home Delivery', 'Parking', 'Cards Accepted', 'Wallet Accepted']",3 Votes,No Reviews,4.9,,,
Chai Point,Time: 08:00 AM to 08:00 PM ,"['Tea', 'Fast Food', 'Street Food']","Cafe, QSR",400 for two people,,,,,,,,
Yumlane Gourmet Pizza,Time: 11:00 AM to 04:00 AM ,"['Fast Food', 'Pizza']",QSR,600 for two people,,,,,,,,
McDonald's,Time: 09:00 AM to 11:00 PM ,"['Fast Food', 'Burger']",QSR,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",1 Votes,No Reviews,4,,,
Matru Sagar,Time: 07:00 AM to 11:00 PM ,"['South Indian', 'North Indian']",Casual Dining,500 for two people,,"['Air Conditioned', 'Parking', 'Cards Accepted']",,,,,,
Cafe OTW,Time: 12:00 PM to 12:00 AM ,"['Italian', 'Continental']",Cafe,500 for two people,"Waffles, Coffee, Latte, Pesto Sandwich, Hazelnut Cappuccino, Salads, Pasta, Veg Burger, Capuccino","['Home Delivery', 'Cards Accepted', 'Outdoor Seating', 'Wallet Accepted']",,,,,,
Cafe Mist The Hookah Lounge,Time: 11:00 AM to 10:30 PM ,"['Italian', 'Continental', 'American']",Cafe,500 for two people,,"['Wifi', 'Home Delivery', 'Cards Accepted', 'Hookah', 'Outdoor Seating', 'Roof Top', 'Live Screening', 'Wallet Accepted']",,,,,,
Amaravathi Bar & Restaurant,Time:  (Opens at 06:00 PM)Sunday12:00 PM to 03:30 PMSunday06:00 PM to 10:30 PMMonday12:00 PM to 03:30 PMMonday06:00 PM to 10:30 PMTuesday12:00 PM to 03:30 PMTuesday06:00 PM to 10:30 PMWednesday12:00 PM to 03:30 PMWednesday06:00 PM to 10:30 PMThursday12:00 PM to 03:30 PMThursday06:00 PM to 10:30 PMFriday12:00 PM to 03:30 PMFriday06:00 PM to 10:30 PMSaturday12:00 PM to 03:30 PMSaturday06:00 PM to 10:30 PM,"['Chinese', 'North Indian', 'Seafood']","Casual Dining, Bar",800 for two people,,"['Air Conditioned', 'Home Delivery', 'Serves Alcohol', 'Cards Accepted', 'Full Bar Available', 'Wallet Accepted']",,,,,,
Madike Biriyani,Time:  (Opens at 07:30 PM)Sunday11:30 AM to 03:30 PMSunday07:30 PM to 09:30 PMMonday11:30 AM to 03:30 PMMonday07:30 PM to 09:30 PMTuesday11:30 AM to 03:30 PMTuesday07:30 PM to 09:30 PMWednesday11:30 AM to 03:30 PMWednesday07:30 PM to 09:30 PMThursday11:30 AM to 03:30 PMThursday07:30 PM to 09:30 PMFriday11:30 AM to 03:30 PMFriday07:30 PM to 09:30 PMSaturday11:30 AM to 03:30 PMSaturday07:30 PM to 09:30 PM,['Biryani'],QSR,400 for two people,,['Home Delivery'],,,,,,
Coastal Biryani Paradise,Time:  (Opens at 06:30 PM)Sunday11:30 AM to 04:00 PMSunday06:30 PM to 11:00 PMMonday11:30 AM to 04:00 PMMonday06:30 PM to 11:00 PMTuesday11:30 AM to 04:00 PMTuesday06:30 PM to 11:00 PMWednesday11:30 AM to 04:00 PMWednesday06:30 PM to 11:00 PMThursday11:30 AM to 04:00 PMThursday06:30 PM to 11:00 PMFriday11:30 AM to 04:00 PMFriday06:30 PM to 11:00 PMSaturday11:30 AM to 04:00 PMSaturday06:30 PM to 11:00 PM,"['Biryani', 'South Indian']",Casual Dining,500 for two people,"Chicken Biryani, Tandoori Chicken, Sea Food, Neer Dosa, Fish, Chicken Curry, Arabian Grape Juice","['Air Conditioned', 'Home Delivery', 'Cards Accepted']",,,,,,
Subway,Time: 09:30 AM to 10:00 PM ,['Health Food'],QSR,500 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Indian Food Factory,Time: 12:00 PM to 11:00 PM ,"['Chinese', 'North Indian']",Casual Dining,800 for two people,,"['Home Delivery', 'Cards Accepted']",,,,,,
Cafe Plume,Time: 11:00 AM to 11:00 PM ,['Fast Food'],Cafe,700 for two people,,['Cards Accepted'],,,,,,
Indus Family Restaurant,Time:  (Opens at 07:00 PM)Sunday12:00 PM to 03:30 PMSunday07:00 PM to 11:30 PMMonday12:00 PM to 03:30 PMMonday07:00 PM to 11:30 PMTuesday12:00 PM to 03:30 PMTuesday07:00 PM to 11:30 PMWednesday12:00 PM to 03:30 PMWednesday07:00 PM to 11:30 PMThursday12:00 PM to 03:30 PMThursday07:00 PM to 11:30 PMFriday12:00 PM to 03:30 PMFriday07:00 PM to 11:30 PMSaturday12:00 PM to 03:30 PMSaturday07:00 PM to 11:30 PM,"['North Indian', 'Chinese']",Casual Dining,400 for two people,,"['Home Delivery', 'Cards Accepted', 'Live Screening']",,,,,,
SGS Non Veg Gundu Palav,Time:  (Opens at 07:00 PM)Sunday11:00 AM to 03:30 PMSunday07:00 PM to 11:30 PMMonday11:00 AM to 03:30 PMMonday07:00 PM to 11:30 PMTuesday11:00 AM to 03:30 PMTuesday07:00 PM to 11:30 PMWednesday11:00 AM to 03:30 PMWednesday07:00 PM to 11:30 PMThursday11:00 AM to 03:30 PMThursday07:00 PM to 11:30 PMFriday11:00 AM to 03:30 PMFriday07:00 PM to 11:30 PMSaturday11:00 AM to 03:30 PMSaturday07:00 PM to 11:30 PM,"['Andhra', 'Biryani']",QSR,400 for two people,,"['Home Delivery', 'Cards Accepted', 'Wallet Accepted']",,,,,,
Corner House Ice Creams,Time: 11:00 AM to 11:00 PM ,['Desserts'],QSR,200 for two people,"Hot Chocolate, Death By Chocolate","['Air Conditioned', 'Home Delivery', 'Parking', 'Cards Accepted']",3 Votes,1 Reviews,3.7,,,
Burger King,Time: 11:00 AM to 11:00 PM ,"['American', 'Burger', 'Fast Food']","QSR, Food Court",500 for two people,,,,,,,,
Lassi Shop,Time: 11:00 AM to 11:00 PM ,"['Beverages', 'Desserts']",QSR,200 for two people,,,,,,,,
